userid,propertyid,rating_(1-5),area_type,location,bedrooms,total_sqft,bath,balcony,price
220,P3225,3,Super built-up Area,BTM Layout,3,1320.0,3,3,10244000
380,P1817,4,Super built-up Area,Koramangala,2,1020.0,2,1,6133000
407,P3102,4,Carpet Area,Marathahalli,3,1511.0,3,2,13841000
896,P3441,4,Super built-up Area,Bannerghatta Road,3,1811.0,3,2,17108000
852,P1559,2,Carpet Area,Ramamurthy Nagar,2,1242.0,2,2,13159000
477,P1715,3,Carpet Area,Indiranagar,3,2099.0,3,2,15791000
160,P2790,2,Plot Area,Hebbal,3,1395.0,3,2,8420000
732,P2505,4,Carpet Area,Devanahalli,2,1387.0,2,2,10626000
327,P2489,3,Super built-up Area,BTM Layout,3,1417.0,3,3,10966000
1091,P1152,3,Built-up Area,Bellandur,3,1325.0,3,1,9542000
1083,P1039,1,Built-up Area,HSR Layout,3,1542.0,3,1,16694000
296,P2334,4,Super built-up Area,Whitefield,1,615.0,1,1,4210000
439,P3429,4,Plot Area,Bannerghatta Road,3,1614.0,3,2,15314000
605,P2539,5,Built-up Area,Koramangala,3,1843.0,3,3,10247000
314,P2993,5,Super built-up Area,Electronic City,2,1098.0,2,1,9048000
1064,P2755,3,Built-up Area,Yeshwantpur,1,645.0,1,1,3241000
282,P3191,5,Carpet Area,Thanisandra,4,3227.0,4,1,25499000
863,P3072,3,Built-up Area,Marathahalli,3,2045.0,3,1,19096000
799,P1209,4,Carpet Area,Koramangala,3,1777.0,3,3,9933000
186,P2473,3,Built-up Area,Marathahalli,3,2016.0,3,1,18460000
257,P2149,5,Built-up Area,Jayanagar,3,1748.0,3,1,16292000
110,P3367,2,Carpet Area,Electronic City,3,1300.0,3,2,9943000
384,P1360,4,Carpet Area,Bannerghatta Road,3,1672.0,3,2,15943000
879,P1371,3,Carpet Area,Ramamurthy Nagar,1,523.0,1,2,5975000
743,P2894,2,Carpet Area,Ramamurthy Nagar,2,855.0,2,0,8801000
1054,P2750,1,Built-up Area,KR Puram,4,2981.0,3,1,31118000
598,P1315,5,Super built-up Area,Hebbal,1,494.0,1,1,2962000
405,P2065,4,Plot Area,Banashankari,3,1906.0,3,3,13068000
595,P3084,2,Super built-up Area,Indiranagar,4,3217.0,3,2,25267000
185,P2730,3,Super built-up Area,Kanakapura Road,5,3399.0,4,0,22517000
389,P3180,4,Super built-up Area,BTM Layout,3,1707.0,3,1,14190000
586,P3132,3,Plot Area,Rajaji Nagar,2,1261.0,2,1,13131000
657,P1700,3,Plot Area,Indiranagar,2,903.0,2,2,7332000
820,P1795,3,Built-up Area,Bannerghatta Road,2,1394.0,2,1,13224000
299,P2218,4,Built-up Area,Whitefield,2,886.0,2,1,5041000
175,P1763,4,Super built-up Area,Rajaji Nagar,4,2448.0,4,2,25597000
1069,P3017,3,Super built-up Area,Electronic City,4,2426.0,3,1,19666000
421,P3011,2,Built-up Area,Yelahanka,2,1400.0,2,0,13416000
757,P1073,3,Super built-up Area,Devanahalli,5,4792.0,5,2,36119000
1098,P1367,3,Super built-up Area,Whitefield,3,1778.0,3,2,9365000
436,P1322,3,Carpet Area,Indiranagar,1,553.0,1,1,5584000
766,P1617,4,Plot Area,Kanakapura Road,2,1162.0,2,2,7349000
1014,P1839,2,Built-up Area,Kanakapura Road,3,1989.0,3,1,13753000
828,P1322,4,Carpet Area,Indiranagar,1,553.0,1,1,5584000
530,P3062,4,Carpet Area,Kaggadasapura,4,3195.0,4,3,32806000
1075,P1929,3,Carpet Area,Malleshwaram,3,1479.0,3,1,8152000
123,P2389,5,Built-up Area,Hebbal,1,600.0,1,3,3654000
435,P2081,3,Built-up Area,Devanahalli,2,929.0,2,1,7370000
452,P2005,4,Built-up Area,Bannerghatta Road,2,953.0,2,2,8708000
365,P2968,4,Built-up Area,BTM Layout,1,549.0,1,2,4998000
1067,P1966,5,Built-up Area,Devanahalli,2,1081.0,2,0,8554000
638,P2380,5,Super built-up Area,Bannerghatta Road,2,1386.0,2,2,12806000
185,P1434,3,Carpet Area,Yelahanka,3,1915.0,3,3,17645000
495,P2379,4,Plot Area,HSR Layout,1,637.0,1,1,7181000
1058,P3475,2,Built-up Area,Yelahanka,3,1524.0,3,2,13453000
965,P1464,3,Plot Area,Kaggadasapura,4,2989.0,3,3,30923000
955,P1778,2,Plot Area,Kaggadasapura,3,1806.0,3,3,18717000
201,P1612,4,Super built-up Area,Koramangala,2,1029.0,2,2,5825000
823,P2889,2,Carpet Area,Hebbal,3,1811.0,3,2,9702000
214,P1502,4,Built-up Area,Koramangala,3,1687.0,3,2,8721000
338,P3053,2,Plot Area,BTM Layout,2,999.0,2,2,8824000
178,P1681,2,Carpet Area,BTM Layout,4,2085.0,4,3,16341000
747,P1038,3,Plot Area,BTM Layout,3,2086.0,3,1,16139000
1004,P2172,1,Plot Area,BTM Layout,3,2133.0,3,1,17395000
280,P3066,4,Super built-up Area,KR Puram,4,2203.0,4,1,22854000
261,P1264,5,Plot Area,Yelahanka,2,877.0,2,1,7774000
795,P1707,1,Carpet Area,Malleshwaram,1,840.0,1,2,4229000
477,P1836,5,Carpet Area,Electronic City,3,1856.0,3,1,15031000
884,P3083,3,Built-up Area,Hebbal,3,2186.0,3,1,11759000
512,P3318,4,Super built-up Area,BTM Layout,2,1164.0,2,1,9613000
136,P1024,4,Super built-up Area,Kanakapura Road,2,1184.0,2,1,8181000
453,P2481,4,Carpet Area,Kaggadasapura,3,1763.0,3,1,18130000
699,P2538,5,Carpet Area,Kanakapura Road,3,2182.0,3,1,13716000
392,P1250,4,Super built-up Area,Yeshwantpur,4,2942.0,4,0,15732000
891,P1206,1,Super built-up Area,BTM Layout,5,3887.0,6,2,29718000
733,P3457,4,Super built-up Area,Jayanagar,2,915.0,2,1,8111000
843,P1513,4,Built-up Area,Banashankari,3,2016.0,3,2,12843000
662,P1534,5,Carpet Area,Yeshwantpur,1,699.0,1,2,3938000
243,P1652,4,Built-up Area,Bellandur,3,2009.0,3,1,13378000
840,P1904,5,Super built-up Area,Bellandur,4,3103.0,4,2,20345000
734,P3293,1,Super built-up Area,Kanakapura Road,2,1190.0,2,2,8582000
380,P2407,1,Carpet Area,Hebbal,2,1028.0,2,1,6091000
919,P2447,3,Super built-up Area,Jayanagar,2,1160.0,2,2,11435000
200,P2994,4,Carpet Area,Malleshwaram,3,1975.0,3,3,11290000
222,P1168,5,Carpet Area,Marathahalli,1,736.0,1,3,7686000
307,P3176,5,Plot Area,Hebbal,3,1479.0,3,0,8241000
525,P2973,4,Plot Area,Devanahalli,2,1068.0,2,1,9001000
864,P2583,5,Built-up Area,Rajaji Nagar,2,1069.0,2,3,10863000
772,P1421,5,Built-up Area,Malleshwaram,2,881.0,2,1,5639000
295,P1795,3,Built-up Area,Bannerghatta Road,2,1394.0,2,1,13224000
105,P3272,4,Super built-up Area,Jayanagar,2,913.0,2,2,9070000
123,P1452,5,Plot Area,Yelahanka,2,912.0,2,1,8976000
1070,P1654,3,Built-up Area,KR Puram,3,1661.0,3,0,17346000
874,P1526,3,Super built-up Area,Yeshwantpur,2,1171.0,2,1,5986000
733,P2061,5,Plot Area,Koramangala,5,4345.0,6,3,22716000
580,P1796,4,Super built-up Area,KR Puram,2,1065.0,2,2,10827000
724,P3277,2,Carpet Area,Banashankari,1,750.0,1,2,4880000
818,P2584,4,Built-up Area,Sarjapur Road,1,427.0,1,1,3168000
525,P2577,5,Super built-up Area,Jayanagar,3,2052.0,3,1,19061000
948,P2940,3,Super built-up Area,Electronic City,2,1309.0,2,2,11146000
399,P2209,4,Built-up Area,Kaggadasapura,3,2032.0,3,1,20888000
427,P1143,2,Plot Area,Thanisandra,2,1005.0,2,0,8968000
317,P2017,4,Built-up Area,Marathahalli,5,2631.0,4,1,23184000
442,P1347,4,Plot Area,Jayanagar,2,1334.0,2,2,12470000
373,P1762,4,Carpet Area,Hebbal,3,1867.0,3,1,10069000
231,P1834,4,Plot Area,HSR Layout,3,1471.0,3,3,14815000
1047,P1625,2,Plot Area,Yeshwantpur,5,4074.0,4,0,21284000
1094,P2444,4,Built-up Area,Indiranagar,3,1703.0,3,1,12967000
763,P2112,3,Built-up Area,KR Puram,2,1269.0,2,2,13182000
749,P2487,4,Super built-up Area,RT Nagar,2,901.0,2,3,7972000
187,P2371,4,Super built-up Area,Devanahalli,2,1180.0,2,1,9131000
375,P1903,4,Plot Area,Jayanagar,1,495.0,1,0,4850000
942,P1128,4,Built-up Area,HSR Layout,3,1580.0,3,0,16830000
542,P2484,3,Plot Area,Hebbal,3,1350.0,3,2,7434000
739,P2694,2,Built-up Area,Frazer Town,2,1220.0,2,2,8171000
583,P3458,2,Carpet Area,HSR Layout,4,3058.0,3,2,30821000
188,P2541,5,Carpet Area,Yeshwantpur,1,676.0,1,1,4869000
681,P2405,4,Built-up Area,Ramamurthy Nagar,1,470.0,1,2,5543000
438,P3088,5,Plot Area,Kaggadasapura,2,1011.0,2,2,10928000
618,P2787,3,Built-up Area,Yeshwantpur,3,1921.0,3,1,10302000
518,P1817,4,Super built-up Area,Koramangala,2,1020.0,2,1,6133000
712,P2798,4,Plot Area,Kanakapura Road,2,1026.0,2,1,6540000
885,P2453,4,Super built-up Area,Electronic City,3,1344.0,3,0,10837000
305,P2651,5,Carpet Area,Devanahalli,3,1343.0,3,1,10126000
445,P3490,2,Carpet Area,RT Nagar,3,1611.0,3,2,14689000
104,P2584,5,Built-up Area,Sarjapur Road,1,427.0,1,1,3168000
996,P1268,4,Super built-up Area,Electronic City,3,1826.0,3,2,14361000
959,P1276,3,Super built-up Area,BTM Layout,2,1290.0,2,1,10267000
485,P2689,4,Carpet Area,Rajaji Nagar,1,689.0,1,1,8230000
617,P2855,5,Carpet Area,Sarjapur Road,1,775.0,1,2,4854000
556,P3331,4,Super built-up Area,Kanakapura Road,2,924.0,2,1,6719000
583,P2905,5,Plot Area,Bannerghatta Road,3,2167.0,3,1,19744000
369,P3190,4,Carpet Area,Sarjapur Road,1,620.0,1,3,4017000
1047,P3420,2,Plot Area,Kanakapura Road,3,2191.0,3,1,13899000
524,P1077,4,Carpet Area,Malleshwaram,1,490.0,1,1,2693000
138,P1004,4,Plot Area,Devanahalli,2,905.0,2,1,7360000
1009,P2076,2,Carpet Area,Frazer Town,3,1347.0,3,1,9221000
877,P1359,4,Plot Area,Devanahalli,2,868.0,2,0,7126000
756,P3372,4,Built-up Area,Kaggadasapura,2,1353.0,2,0,14570000
657,P3349,2,Carpet Area,KR Puram,2,1101.0,2,1,12490000
530,P1927,3,Built-up Area,Thanisandra,2,1400.0,2,3,11915000
263,P3057,3,Built-up Area,Yelahanka,4,3387.0,3,2,30836000
351,P1032,5,Plot Area,Frazer Town,2,917.0,2,2,6911000
485,P2979,3,Plot Area,Sarjapur Road,4,3376.0,3,2,21278000
883,P3216,4,Plot Area,Devanahalli,2,1204.0,2,1,10024000
1094,P1292,4,Carpet Area,Marathahalli,1,583.0,1,2,5351000
892,P2575,5,Super built-up Area,Thanisandra,2,1248.0,2,2,10124000
246,P3476,5,Built-up Area,Ramamurthy Nagar,3,1486.0,3,1,15469000
937,P2910,1,Plot Area,HSR Layout,3,1315.0,3,3,13386000
681,P1069,1,Super built-up Area,KR Puram,2,1048.0,2,2,11494000
238,P2781,4,Built-up Area,Rajaji Nagar,3,2048.0,3,2,21472000
475,P2509,2,Built-up Area,Thanisandra,2,1193.0,2,2,9748000
778,P1563,4,Super built-up Area,Banashankari,2,1215.0,2,1,7907000
719,P2518,5,Plot Area,Malleshwaram,3,2051.0,3,2,10330000
942,P2167,2,Super built-up Area,Bannerghatta Road,3,1513.0,3,1,14171000
567,P2399,4,Super built-up Area,Whitefield,1,484.0,1,0,3130000
1028,P2358,4,Built-up Area,Ramamurthy Nagar,2,877.0,2,1,9495000
605,P1410,3,Built-up Area,Koramangala,2,1254.0,2,1,7442000
813,P3215,5,Plot Area,Bellandur,2,1001.0,2,2,6740000
677,P3438,1,Plot Area,Hebbal,4,2301.0,4,1,11902000
753,P1875,2,Built-up Area,HSR Layout,3,1312.0,3,2,13438000
796,P1310,5,Plot Area,Ramamurthy Nagar,1,468.0,1,1,4690000
362,P2460,5,Carpet Area,Bannerghatta Road,4,3037.0,3,1,27616000
488,P1311,4,Carpet Area,Sarjapur Road,2,1392.0,2,1,9788000
986,P1848,4,Carpet Area,Hebbal,2,1354.0,2,2,8154000
392,P1219,5,Carpet Area,Bellandur,2,1347.0,2,2,8445000
175,P1734,5,Super built-up Area,Yelahanka,2,1383.0,2,1,13256000
395,P2186,4,Built-up Area,Marathahalli,2,853.0,2,2,8339000
1092,P2285,3,Carpet Area,Marathahalli,2,1199.0,2,2,11396000
828,P3297,5,Plot Area,Banashankari,2,1018.0,2,1,7780000
464,P1717,4,Plot Area,Jayanagar,1,720.0,1,2,7041000
520,P1169,2,Carpet Area,Yeshwantpur,1,472.0,1,2,3258000
537,P2426,4,Plot Area,BTM Layout,3,1802.0,3,1,14858000
1063,P1125,4,Plot Area,Koramangala,3,1840.0,3,1,9681000
566,P2449,3,Plot Area,Kaggadasapura,4,2872.0,3,2,29984000
176,P2997,5,Super built-up Area,Whitefield,3,1446.0,3,1,7796000
594,P1047,4,Super built-up Area,Whitefield,5,5291.0,6,0,26727000
316,P2083,3,Built-up Area,Koramangala,2,877.0,2,2,5345000
254,P2436,5,Super built-up Area,Bellandur,3,1924.0,3,2,12812000
642,P1389,1,Plot Area,Kanakapura Road,2,1392.0,2,2,9133000
190,P3303,3,Built-up Area,Bannerghatta Road,3,2023.0,3,1,17947000
263,P1191,4,Built-up Area,Whitefield,3,1343.0,3,3,8024000
575,P1456,5,Plot Area,HSR Layout,3,2059.0,3,1,22037000
493,P1803,4,Plot Area,Yeshwantpur,2,880.0,2,2,5317000
163,P1003,4,Super built-up Area,Electronic City,3,1405.0,3,2,11171000
277,P3030,5,Carpet Area,Koramangala,4,2943.0,4,1,15685000
605,P2820,2,Carpet Area,Frazer Town,3,2113.0,3,3,13292000
285,P2167,3,Super built-up Area,Bannerghatta Road,3,1513.0,3,1,14171000
295,P1687,3,Carpet Area,Indiranagar,3,1876.0,3,2,14169000
361,P3025,1,Carpet Area,HSR Layout,3,1337.0,3,0,13378000
158,P2459,4,Carpet Area,Hebbal,2,923.0,2,1,5975000
757,P1765,5,Carpet Area,Kanakapura Road,3,1821.0,3,2,12127000
829,P2153,3,Super built-up Area,RT Nagar,2,1142.0,2,2,10954000
1034,P3116,5,Carpet Area,Malleshwaram,1,445.0,1,2,3077000
537,P1260,5,Plot Area,KR Puram,1,809.0,1,1,8448000
987,P2344,1,Super built-up Area,KR Puram,2,907.0,2,1,10085000
902,P1179,3,Built-up Area,Thanisandra,2,974.0,2,1,7595000
507,P3479,1,Plot Area,Devanahalli,4,3130.0,4,3,23475000
187,P2312,3,Super built-up Area,Banashankari,2,1194.0,2,3,7944000
743,P3366,5,Plot Area,Koramangala,3,1553.0,3,3,8462000
344,P2840,3,Carpet Area,Kaggadasapura,3,1560.0,3,2,15821000
732,P2181,4,Built-up Area,Whitefield,1,419.0,1,2,2225000
256,P1129,3,Plot Area,Devanahalli,2,851.0,2,2,6617000
496,P2876,1,Built-up Area,Kanakapura Road,3,1616.0,3,1,10174000
598,P2613,4,Plot Area,Electronic City,4,2633.0,4,0,19949000
121,P2009,4,Built-up Area,Kanakapura Road,2,905.0,2,2,6633000
254,P2613,4,Plot Area,Electronic City,4,2633.0,4,0,19949000
628,P3052,4,Plot Area,KR Puram,2,1242.0,2,2,13437000
719,P2406,3,Plot Area,Rajaji Nagar,3,2183.0,3,2,22240000
195,P3356,4,Super built-up Area,BTM Layout,3,1584.0,3,2,12831000
1100,P1132,4,Plot Area,Bannerghatta Road,2,865.0,2,1,7856000
952,P2899,5,Super built-up Area,KR Puram,3,2165.0,3,1,22218000
905,P1491,2,Plot Area,HSR Layout,2,1393.0,2,2,14002000
423,P2096,5,Super built-up Area,Sarjapur Road,2,1312.0,2,1,9357000
582,P1491,2,Plot Area,HSR Layout,2,1393.0,2,2,14002000
947,P2054,3,Built-up Area,Malleshwaram,4,1871.0,3,3,9575000
653,P2210,2,Super built-up Area,Bellandur,3,2149.0,3,1,14796000
190,P3172,4,Plot Area,Ramamurthy Nagar,2,958.0,2,2,10013000
703,P1537,3,Super built-up Area,Whitefield,2,1041.0,2,2,5322000
605,P2517,4,Plot Area,KR Puram,3,1663.0,3,1,17766000
577,P2831,3,Super built-up Area,Bellandur,1,495.0,1,2,4126000
518,P2213,5,Carpet Area,Malleshwaram,4,2206.0,4,0,11304000
643,P1659,4,Super built-up Area,Yeshwantpur,2,1289.0,2,1,7663000
907,P1484,3,Carpet Area,Frazer Town,2,1307.0,2,1,8717000
373,P2593,2,Plot Area,Yelahanka,2,901.0,2,3,8191000
1061,P1725,4,Super built-up Area,Bellandur,3,1573.0,3,1,10338000
511,P2279,3,Super built-up Area,Devanahalli,5,3761.0,6,1,29652000
746,P1560,4,Plot Area,Sarjapur Road,3,1453.0,3,1,9109000
251,P2247,4,Carpet Area,Yelahanka,2,1124.0,2,2,10840000
956,P2728,3,Super built-up Area,Electronic City,3,1932.0,3,2,15586000
1008,P2536,4,Plot Area,Whitefield,3,2109.0,3,2,11408000
1046,P1301,4,Plot Area,Whitefield,2,1266.0,2,1,6687000
447,P1973,4,Built-up Area,Malleshwaram,2,1058.0,2,1,6633000
730,P3438,4,Plot Area,Hebbal,4,2301.0,4,1,11902000
836,P2604,4,Super built-up Area,Rajaji Nagar,2,850.0,2,2,9580000
1025,P1672,4,Carpet Area,Sarjapur Road,2,889.0,2,0,6547000
787,P1336,4,Built-up Area,Bannerghatta Road,2,928.0,2,1,8448000
870,P2144,5,Built-up Area,Banashankari,2,1083.0,2,0,6777000
106,P1952,3,Plot Area,Bellandur,1,679.0,1,2,5113000
219,P1039,3,Built-up Area,HSR Layout,3,1542.0,3,1,16694000
698,P1699,4,Super built-up Area,Electronic City,3,1335.0,3,2,11364000
865,P2572,2,Carpet Area,Ramamurthy Nagar,3,1859.0,3,3,19737000
331,P1677,4,Super built-up Area,Frazer Town,2,1022.0,2,1,7208000
924,P3153,3,Super built-up Area,Kanakapura Road,3,1511.0,3,0,9754000
567,P3492,3,Carpet Area,Jayanagar,3,2118.0,3,0,19414000
769,P1287,3,Super built-up Area,Electronic City,2,1027.0,2,3,8768000
658,P2259,3,Built-up Area,Hebbal,2,1257.0,2,2,6836000
627,P3111,3,Plot Area,Devanahalli,3,1675.0,3,2,12861000
530,P2922,3,Built-up Area,Thanisandra,2,962.0,2,2,7804000
692,P1401,5,Plot Area,Thanisandra,5,3106.0,4,1,24564000
350,P2685,1,Carpet Area,Bellandur,5,3148.0,5,1,20230000
252,P1299,4,Plot Area,Bannerghatta Road,4,2834.0,3,2,26051000
361,P2640,3,Plot Area,Rajaji Nagar,2,947.0,2,1,10489000
541,P1564,3,Built-up Area,Bellandur,4,2094.0,4,1,14343000
290,P3226,4,Super built-up Area,BTM Layout,3,1845.0,3,2,14804000
743,P2162,5,Plot Area,Electronic City,2,966.0,2,3,8440000
207,P1546,4,Built-up Area,Kaggadasapura,2,1153.0,2,1,11962000
266,P2880,3,Built-up Area,Jayanagar,2,1316.0,2,1,12166000
132,P2667,4,Built-up Area,Indiranagar,3,1352.0,3,1,10877000
919,P1715,3,Carpet Area,Indiranagar,3,2099.0,3,2,15791000
643,P1382,2,Carpet Area,Bellandur,2,1311.0,2,2,8664000
1086,P2559,4,Plot Area,Kanakapura Road,2,1254.0,2,1,8359000
248,P1269,3,Super built-up Area,Frazer Town,3,1718.0,3,2,11368000
805,P1578,4,Plot Area,Hebbal,2,1212.0,2,2,6368000
616,P2353,4,Super built-up Area,Devanahalli,1,520.0,1,2,4398000
335,P1097,4,Plot Area,HSR Layout,2,1067.0,2,3,11085000
575,P1045,5,Carpet Area,Kaggadasapura,3,2200.0,3,1,22116000
797,P2107,4,Super built-up Area,Ramamurthy Nagar,1,554.0,1,2,6728000
150,P2731,3,Carpet Area,Electronic City,3,2171.0,3,1,16891000
578,P2572,4,Carpet Area,Ramamurthy Nagar,3,1859.0,3,3,19737000
222,P2206,4,Plot Area,BTM Layout,3,1389.0,3,2,11009000
1090,P1905,4,Plot Area,Yelahanka,2,888.0,2,1,8213000
232,P2009,5,Built-up Area,Kanakapura Road,2,905.0,2,2,6633000
846,P3312,3,Plot Area,RT Nagar,1,439.0,1,2,4727000
255,P1138,3,Super built-up Area,Ramamurthy Nagar,1,823.0,1,2,8970000
800,P2922,3,Built-up Area,Thanisandra,2,962.0,2,2,7804000
892,P1738,3,Plot Area,Thanisandra,2,994.0,2,2,8316000
576,P3445,3,Plot Area,Marathahalli,4,2906.0,4,2,26899000
1037,P1052,4,Built-up Area,RT Nagar,2,928.0,2,1,9511000
956,P2827,4,Super built-up Area,Kaggadasapura,5,4308.0,6,1,43686000
489,P3177,4,Plot Area,Marathahalli,3,1590.0,3,0,14049000
878,P2665,3,Plot Area,Hebbal,3,2168.0,3,3,11083000
587,P1084,4,Carpet Area,Ramamurthy Nagar,2,1216.0,2,0,13128000
834,P2458,4,Carpet Area,Kaggadasapura,2,1114.0,2,1,12374000
407,P2688,4,Super built-up Area,Yeshwantpur,1,799.0,1,2,4898000
755,P3242,5,Plot Area,Malleshwaram,2,1051.0,2,1,5402000
957,P3122,3,Built-up Area,Frazer Town,4,3454.0,4,2,22516000
123,P2844,2,Carpet Area,Whitefield,1,460.0,1,2,3484000
471,P2459,4,Carpet Area,Hebbal,2,923.0,2,1,5975000
352,P2590,5,Built-up Area,Hebbal,2,850.0,2,2,4760000
273,P1970,2,Plot Area,RT Nagar,1,786.0,1,1,8329000
247,P1216,3,Super built-up Area,HSR Layout,3,1601.0,3,2,16064000
1098,P1303,4,Super built-up Area,Devanahalli,1,653.0,1,1,6158000
452,P3428,5,Plot Area,Yelahanka,2,997.0,2,1,10152000
479,P2913,1,Built-up Area,Kanakapura Road,3,1929.0,3,2,12481000
123,P2222,4,Plot Area,Bannerghatta Road,5,4244.0,4,2,38490000
422,P2016,5,Super built-up Area,Indiranagar,3,1835.0,3,1,14770000
616,P2958,4,Built-up Area,Koramangala,5,5525.0,4,2,28827000
1072,P2431,4,Carpet Area,Kaggadasapura,3,1827.0,3,1,19758000
920,P2340,5,Super built-up Area,KR Puram,3,1736.0,3,1,18503000
204,P1990,1,Built-up Area,Yelahanka,5,5868.0,5,2,52384000
269,P1161,4,Built-up Area,Frazer Town,2,1070.0,2,2,8096000
306,P3171,4,Carpet Area,Thanisandra,3,2004.0,3,1,16243000
1010,P2064,5,Carpet Area,Banashankari,2,1238.0,2,1,8375000
489,P3419,3,Built-up Area,Marathahalli,4,2664.0,3,1,23777000
483,P1515,5,Built-up Area,Ramamurthy Nagar,2,1394.0,2,0,14187000
663,P2352,3,Super built-up Area,Yeshwantpur,2,1199.0,2,1,7420000
250,P1114,3,Carpet Area,Yeshwantpur,3,2164.0,3,0,11262000
480,P3239,5,Plot Area,Marathahalli,2,1035.0,2,2,9475000
640,P2806,5,Carpet Area,Marathahalli,3,1582.0,3,2,14754000
779,P1360,4,Carpet Area,Bannerghatta Road,3,1672.0,3,2,15943000
160,P3328,5,Carpet Area,Kaggadasapura,3,2166.0,3,1,22894000
602,P2984,1,Super built-up Area,KR Puram,2,1391.0,2,1,14923000
887,P1449,5,Carpet Area,RT Nagar,4,3385.0,3,3,30590000
368,P2865,5,Carpet Area,Electronic City,2,876.0,2,0,7984000
1061,P2896,2,Built-up Area,Bellandur,1,539.0,1,2,3682000
786,P2692,4,Super built-up Area,Indiranagar,2,1028.0,2,2,9113000
228,P1244,4,Plot Area,RT Nagar,3,1469.0,3,2,14341000
878,P2303,5,Super built-up Area,Jayanagar,2,1051.0,2,2,9479000
294,P2792,3,Carpet Area,Jayanagar,1,472.0,1,1,5482000
336,P2897,2,Plot Area,Ramamurthy Nagar,3,1811.0,3,2,18651000
748,P2440,4,Super built-up Area,Marathahalli,2,1292.0,2,1,11668000
396,P1062,4,Super built-up Area,BTM Layout,2,1297.0,2,2,9920000
651,P2349,3,Built-up Area,Kaggadasapura,4,2322.0,4,3,24493000
584,P3245,3,Carpet Area,KR Puram,3,1374.0,3,1,13991000
1060,P2942,2,Plot Area,Banashankari,3,1720.0,3,0,11792000
872,P2935,5,Plot Area,RT Nagar,2,1186.0,2,0,11074000
996,P2692,4,Super built-up Area,Indiranagar,2,1028.0,2,2,9113000
713,P2743,4,Plot Area,Jayanagar,2,1039.0,2,1,9789000
399,P1202,4,Super built-up Area,KR Puram,2,1299.0,2,1,13325000
142,P2701,3,Carpet Area,Koramangala,3,2017.0,3,3,10994000
814,P2440,3,Super built-up Area,Marathahalli,2,1292.0,2,1,11668000
384,P1370,3,Carpet Area,Bannerghatta Road,2,1327.0,2,2,11912000
400,P2209,4,Built-up Area,Kaggadasapura,3,2032.0,3,1,20888000
957,P2004,4,Plot Area,RT Nagar,3,1884.0,3,2,17476000
1094,P1846,5,Super built-up Area,Devanahalli,2,877.0,2,1,7730000
1016,P2450,5,Plot Area,Bannerghatta Road,2,926.0,2,2,8580000
377,P2360,4,Built-up Area,Hebbal,3,1452.0,3,1,8027000
699,P2965,4,Super built-up Area,Koramangala,3,1493.0,3,0,7865000
620,P2682,5,Built-up Area,KR Puram,4,1863.0,3,0,19784000
236,P2928,3,Plot Area,Electronic City,4,2385.0,4,2,18959000
600,P3200,4,Plot Area,BTM Layout,3,1365.0,3,1,10925000
118,P1799,4,Built-up Area,Whitefield,2,991.0,2,2,5254000
872,P1782,5,Plot Area,Bannerghatta Road,2,1156.0,2,1,11611000
478,P2365,2,Super built-up Area,Electronic City,1,734.0,1,2,6658000
363,P2360,4,Built-up Area,Hebbal,3,1452.0,3,1,8027000
785,P1392,4,Built-up Area,Koramangala,2,900.0,2,2,5697000
512,P2539,1,Built-up Area,Koramangala,3,1843.0,3,3,10247000
643,P2731,3,Carpet Area,Electronic City,3,2171.0,3,1,16891000
976,P2175,3,Super built-up Area,Koramangala,2,1220.0,2,3,7241000
986,P3327,1,Plot Area,Devanahalli,3,2100.0,3,1,16864000
1025,P1316,5,Carpet Area,Marathahalli,2,1276.0,2,2,12282000
731,P2493,3,Super built-up Area,Banashankari,5,5193.0,5,2,33237000
938,P2946,2,Plot Area,Devanahalli,1,823.0,1,0,7291000
736,P1570,1,Super built-up Area,Electronic City,3,1533.0,3,0,12705000
552,P2161,4,Built-up Area,Kanakapura Road,3,1414.0,3,2,10137000
361,P2079,4,Super built-up Area,Whitefield,2,1214.0,2,2,6682000
646,P1532,2,Plot Area,Devanahalli,1,562.0,1,1,5194000
638,P2664,4,Super built-up Area,Banashankari,2,880.0,2,0,5669000
316,P2659,4,Plot Area,Sarjapur Road,3,1681.0,3,3,11234000
756,P1463,1,Super built-up Area,Rajaji Nagar,3,1566.0,3,2,16638000
783,P1093,4,Carpet Area,Koramangala,2,1117.0,2,0,6702000
421,P2916,3,Plot Area,RT Nagar,1,748.0,1,1,6726000
1069,P1751,4,Carpet Area,Devanahalli,5,3101.0,5,2,23642000
931,P1163,5,Carpet Area,Banashankari,3,1355.0,3,1,9927000
235,P1584,5,Built-up Area,KR Puram,3,2067.0,3,2,21882000
260,P2591,3,Built-up Area,KR Puram,3,2143.0,3,2,21859000
428,P2250,4,Plot Area,BTM Layout,2,1355.0,2,2,10331000
